null_mean_pairwise_pearson,null_mean_pairwise_dtw
0.5457116528414812,3.9767106804673946
0.5675245089550425,4.149112445664775
0.6049750289940393,3.9556535516394926
0.5253626471474896,4.222930128393613
0.6049475489011505,3.869707445753342
0.5356666125902626,4.347470485174835
0.5468631374603107,4.071574048349791
0.5467302785259331,3.9963656986321983
0.5858963987665285,3.925050635938907
0.5299381832498664,3.9886158437591273
0.5540145798268348,4.0072851983566755
0.5127262414477268,4.0911376424587775
0.611478974257039,3.897950112594664
0.5258198047239423,4.221859782372674
0.552781702436827,3.898123464799029
0.5050594210004747,3.894661620877694
0.5411556940901692,3.8489104863512504
0.5238888638845536,4.218842693367081
0.5844328758630638,4.157035938825897
0.5458969801284312,4.099462411092292
0.5445086930947277,4.199809293027688
0.5498479555981427,4.096604383601081
0.5120692280144531,3.994859195383466
0.5048863692547001,4.1470759003416084
0.5489572005253595,3.9900612458155673
0.5741328278177577,4.045049510383811
0.6144250121435595,4.0165679942949835
0.5690822860709696,3.8696940424766137
0.5415604333894145,3.884900480430488
0.5397653750957326,4.336181449362436
0.5617274581582571,3.803790744736251
0.6009322429530521,3.961790293053379
0.5413630875674789,4.24120018428161
0.5845372142532844,4.158314676536834
0.5285382641152436,3.909619402408152
0.5297892867983108,4.16377492135425
0.5593440627104579,4.161056679198979
0.5745867179276868,4.243861538465304
0.6640518265136387,3.39537947919524
0.5548033128145444,4.044408206079816
0.559572437508842,4.152440598369615
0.5265707639265309,4.195142316078276
0.553108178523907,4.372409259130731
0.5444012258772509,4.066211150013504
0.5731425579949808,4.0788697695608445
0.5916151282803416,4.0074289804873535
0.5729083955563107,3.960358831392957
0.6090678859353996,3.9192034507923097
0.5634071349344009,4.1733648973447
0.5378725812540958,4.095518212664022
0.5707772039345509,4.081309143713802
0.5226916365643334,3.9885107376061235
0.5304361345996039,4.133796183779102
0.5770699216748797,4.069295102074842
0.5367388899964595,3.5898037628749773
0.5694561630311944,3.9758993706528085
0.5512590478979766,4.26976386497789
0.5163238534438259,4.003460108316258
0.4907582016683721,3.931170732339383
0.5286833791315952,3.7420782052507455
0.6041679257015478,3.859700512693912
